ZZZZ,taskId,date,day,full_time
ZZZZ,T0716,11:47:15,04-JUN-2023,2023-06-04 11:47:15
ZZZZ,T0717,11:47:20,04-JUN-2023,2023-06-04 11:47:20
ZZZZ,T0718,11:47:25,04-JUN-2023,2023-06-04 11:47:25
ZZZZ,T0719,11:47:30,04-JUN-2023,2023-06-04 11:47:30
ZZZZ,T0720,11:47:35,04-JUN-2023,2023-06-04 11:47:35
ZZZZ,T0721,11:47:40,04-JUN-2023,2023-06-04 11:47:40
ZZZZ,T0722,11:47:45,04-JUN-2023,2023-06-04 11:47:45
ZZZZ,T0723,11:47:50,04-JUN-2023,2023-06-04 11:47:50
ZZZZ,T0724,11:47:55,04-JUN-2023,2023-06-04 11:47:55
ZZZZ,T0725,11:48:00,04-JUN-2023,2023-06-04 11:48:00
ZZZZ,T0726,11:48:05,04-JUN-2023,2023-06-04 11:48:05
ZZZZ,T0727,11:48:10,04-JUN-2023,2023-06-04 11:48:10
ZZZZ,T0728,11:48:15,04-JUN-2023,2023-06-04 11:48:15
ZZZZ,T0729,11:48:20,04-JUN-2023,2023-06-04 11:48:20
ZZZZ,T0730,11:48:24,04-JUN-2023,2023-06-04 11:48:24
ZZZZ,T0731,11:48:29,04-JUN-2023,2023-06-04 11:48:29
ZZZZ,T0732,11:48:34,04-JUN-2023,2023-06-04 11:48:34
ZZZZ,T0733,11:48:39,04-JUN-2023,2023-06-04 11:48:39
ZZZZ,T0734,11:48:44,04-JUN-2023,2023-06-04 11:48:44
ZZZZ,T0735,11:48:49,04-JUN-2023,2023-06-04 11:48:49
ZZZZ,T0736,11:48:54,04-JUN-2023,2023-06-04 11:48:54
ZZZZ,T0737,11:48:59,04-JUN-2023,2023-06-04 11:48:59
ZZZZ,T0738,11:49:04,04-JUN-2023,2023-06-04 11:49:04
ZZZZ,T0739,11:49:09,04-JUN-2023,2023-06-04 11:49:09
ZZZZ,T0740,11:49:14,04-JUN-2023,2023-06-04 11:49:14
ZZZZ,T0741,11:49:19,04-JUN-2023,2023-06-04 11:49:19
ZZZZ,T0742,11:49:24,04-JUN-2023,2023-06-04 11:49:24
ZZZZ,T0743,11:49:29,04-JUN-2023,2023-06-04 11:49:29
ZZZZ,T0744,11:49:34,04-JUN-2023,2023-06-04 11:49:34
ZZZZ,T0745,11:49:39,04-JUN-2023,2023-06-04 11:49:39
ZZZZ,T0746,11:49:44,04-JUN-2023,2023-06-04 11:49:44
ZZZZ,T0747,11:49:49,04-JUN-2023,2023-06-04 11:49:49
ZZZZ,T0748,11:49:54,04-JUN-2023,2023-06-04 11:49:54
ZZZZ,T0749,11:49:59,04-JUN-2023,2023-06-04 11:49:59
ZZZZ,T0750,11:50:04,04-JUN-2023,2023-06-04 11:50:04
ZZZZ,T0751,11:50:09,04-JUN-2023,2023-06-04 11:50:09
ZZZZ,T0752,11:50:14,04-JUN-2023,2023-06-04 11:50:14
ZZZZ,T0753,11:50:19,04-JUN-2023,2023-06-04 11:50:19
ZZZZ,T0754,11:50:24,04-JUN-2023,2023-06-04 11:50:24
ZZZZ,T0755,11:50:29,04-JUN-2023,2023-06-04 11:50:29
ZZZZ,T0756,11:50:34,04-JUN-2023,2023-06-04 11:50:34
ZZZZ,T0757,11:50:39,04-JUN-2023,2023-06-04 11:50:39
ZZZZ,T0758,11:50:44,04-JUN-2023,2023-06-04 11:50:44
ZZZZ,T0759,11:50:49,04-JUN-2023,2023-06-04 11:50:49
ZZZZ,T0760,11:50:54,04-JUN-2023,2023-06-04 11:50:54
ZZZZ,T0761,11:50:59,04-JUN-2023,2023-06-04 11:50:59
ZZZZ,T0762,11:51:04,04-JUN-2023,2023-06-04 11:51:04
ZZZZ,T0763,11:51:09,04-JUN-2023,2023-06-04 11:51:09
ZZZZ,T0764,11:51:14,04-JUN-2023,2023-06-04 11:51:14
ZZZZ,T0765,11:51:19,04-JUN-2023,2023-06-04 11:51:19
ZZZZ,T0766,11:51:24,04-JUN-2023,2023-06-04 11:51:24
ZZZZ,T0767,11:51:29,04-JUN-2023,2023-06-04 11:51:29
ZZZZ,T0768,11:51:34,04-JUN-2023,2023-06-04 11:51:34
ZZZZ,T0769,11:51:39,04-JUN-2023,2023-06-04 11:51:39
ZZZZ,T0770,11:51:44,04-JUN-2023,2023-06-04 11:51:44
ZZZZ,T0771,11:51:49,04-JUN-2023,2023-06-04 11:51:49
ZZZZ,T0772,11:51:54,04-JUN-2023,2023-06-04 11:51:54
ZZZZ,T0773,11:51:59,04-JUN-2023,2023-06-04 11:51:59
ZZZZ,T0774,11:52:04,04-JUN-2023,2023-06-04 11:52:04
ZZZZ,T0775,11:52:09,04-JUN-2023,2023-06-04 11:52:09
ZZZZ,T0776,11:52:14,04-JUN-2023,2023-06-04 11:52:14
ZZZZ,T0777,11:52:19,04-JUN-2023,2023-06-04 11:52:19
ZZZZ,T0778,11:52:24,04-JUN-2023,2023-06-04 11:52:24
ZZZZ,T0779,11:52:29,04-JUN-2023,2023-06-04 11:52:29
ZZZZ,T0780,11:52:34,04-JUN-2023,2023-06-04 11:52:34
ZZZZ,T0781,11:52:39,04-JUN-2023,2023-06-04 11:52:39
ZZZZ,T0782,11:52:44,04-JUN-2023,2023-06-04 11:52:44
ZZZZ,T0783,11:52:49,04-JUN-2023,2023-06-04 11:52:49
ZZZZ,T0784,11:52:54,04-JUN-2023,2023-06-04 11:52:54
ZZZZ,T0785,11:52:59,04-JUN-2023,2023-06-04 11:52:59
ZZZZ,T0786,11:53:04,04-JUN-2023,2023-06-04 11:53:04
ZZZZ,T0787,11:53:09,04-JUN-2023,2023-06-04 11:53:09
ZZZZ,T0788,11:53:14,04-JUN-2023,2023-06-04 11:53:14
ZZZZ,T0789,11:53:19,04-JUN-2023,2023-06-04 11:53:19
ZZZZ,T0790,11:53:24,04-JUN-2023,2023-06-04 11:53:24
ZZZZ,T0791,11:53:29,04-JUN-2023,2023-06-04 11:53:29
ZZZZ,T0792,11:53:34,04-JUN-2023,2023-06-04 11:53:34
ZZZZ,T0793,11:53:39,04-JUN-2023,2023-06-04 11:53:39
ZZZZ,T0794,11:53:44,04-JUN-2023,2023-06-04 11:53:44
ZZZZ,T0795,11:53:49,04-JUN-2023,2023-06-04 11:53:49
ZZZZ,T0796,11:53:54,04-JUN-2023,2023-06-04 11:53:54
ZZZZ,T0797,11:53:59,04-JUN-2023,2023-06-04 11:53:59
ZZZZ,T0798,11:54:04,04-JUN-2023,2023-06-04 11:54:04
ZZZZ,T0799,11:54:09,04-JUN-2023,2023-06-04 11:54:09
ZZZZ,T0800,11:54:14,04-JUN-2023,2023-06-04 11:54:14
ZZZZ,T0801,11:54:19,04-JUN-2023,2023-06-04 11:54:19
ZZZZ,T0802,11:54:24,04-JUN-2023,2023-06-04 11:54:24
ZZZZ,T0803,11:54:29,04-JUN-2023,2023-06-04 11:54:29
ZZZZ,T0804,11:54:34,04-JUN-2023,2023-06-04 11:54:34
ZZZZ,T0805,11:54:39,04-JUN-2023,2023-06-04 11:54:39
ZZZZ,T0806,11:54:44,04-JUN-2023,2023-06-04 11:54:44
ZZZZ,T0807,11:54:49,04-JUN-2023,2023-06-04 11:54:49
ZZZZ,T0808,11:54:54,04-JUN-2023,2023-06-04 11:54:54
ZZZZ,T0809,11:54:59,04-JUN-2023,2023-06-04 11:54:59
ZZZZ,T0810,11:55:04,04-JUN-2023,2023-06-04 11:55:04
ZZZZ,T0811,11:55:09,04-JUN-2023,2023-06-04 11:55:09
ZZZZ,T0812,11:55:14,04-JUN-2023,2023-06-04 11:55:14
ZZZZ,T0813,11:55:19,04-JUN-2023,2023-06-04 11:55:19
ZZZZ,T0814,11:55:24,04-JUN-2023,2023-06-04 11:55:24
ZZZZ,T0815,11:55:29,04-JUN-2023,2023-06-04 11:55:29
ZZZZ,T0816,11:55:34,04-JUN-2023,2023-06-04 11:55:34
ZZZZ,T0817,11:55:39,04-JUN-2023,2023-06-04 11:55:39
ZZZZ,T0818,11:55:44,04-JUN-2023,2023-06-04 11:55:44
ZZZZ,T0819,11:55:49,04-JUN-2023,2023-06-04 11:55:49
ZZZZ,T0820,11:55:54,04-JUN-2023,2023-06-04 11:55:54
ZZZZ,T0821,11:55:59,04-JUN-2023,2023-06-04 11:55:59
ZZZZ,T0822,11:56:04,04-JUN-2023,2023-06-04 11:56:04
ZZZZ,T0823,11:56:09,04-JUN-2023,2023-06-04 11:56:09
ZZZZ,T0824,11:56:14,04-JUN-2023,2023-06-04 11:56:14
ZZZZ,T0825,11:56:19,04-JUN-2023,2023-06-04 11:56:19
ZZZZ,T0826,11:56:24,04-JUN-2023,2023-06-04 11:56:24
ZZZZ,T0827,11:56:29,04-JUN-2023,2023-06-04 11:56:29
ZZZZ,T0828,11:56:34,04-JUN-2023,2023-06-04 11:56:34
ZZZZ,T0829,11:56:39,04-JUN-2023,2023-06-04 11:56:39
ZZZZ,T0830,11:56:44,04-JUN-2023,2023-06-04 11:56:44
ZZZZ,T0831,11:56:49,04-JUN-2023,2023-06-04 11:56:49
ZZZZ,T0832,11:56:54,04-JUN-2023,2023-06-04 11:56:54
ZZZZ,T0833,11:56:59,04-JUN-2023,2023-06-04 11:56:59
ZZZZ,T0834,11:57:04,04-JUN-2023,2023-06-04 11:57:04
ZZZZ,T0835,11:57:09,04-JUN-2023,2023-06-04 11:57:09
ZZZZ,T0836,11:57:14,04-JUN-2023,2023-06-04 11:57:14
ZZZZ,T0837,11:57:19,04-JUN-2023,2023-06-04 11:57:19
ZZZZ,T0838,11:57:24,04-JUN-2023,2023-06-04 11:57:24
ZZZZ,T0839,11:57:29,04-JUN-2023,2023-06-04 11:57:29
ZZZZ,T0840,11:57:34,04-JUN-2023,2023-06-04 11:57:34
ZZZZ,T0841,11:57:39,04-JUN-2023,2023-06-04 11:57:39
ZZZZ,T0842,11:57:44,04-JUN-2023,2023-06-04 11:57:44
ZZZZ,T0843,11:57:49,04-JUN-2023,2023-06-04 11:57:49
ZZZZ,T0844,11:57:54,04-JUN-2023,2023-06-04 11:57:54
ZZZZ,T0845,11:58:00,04-JUN-2023,2023-06-04 11:58:00
ZZZZ,T0846,11:58:05,04-JUN-2023,2023-06-04 11:58:05
ZZZZ,T0847,11:58:10,04-JUN-2023,2023-06-04 11:58:10
ZZZZ,T0848,11:58:15,04-JUN-2023,2023-06-04 11:58:15
ZZZZ,T0849,11:58:20,04-JUN-2023,2023-06-04 11:58:20
ZZZZ,T0850,11:58:25,04-JUN-2023,2023-06-04 11:58:25
ZZZZ,T0851,11:58:30,04-JUN-2023,2023-06-04 11:58:30
ZZZZ,T0852,11:58:35,04-JUN-2023,2023-06-04 11:58:35
ZZZZ,T0853,11:58:40,04-JUN-2023,2023-06-04 11:58:40
ZZZZ,T0854,11:58:45,04-JUN-2023,2023-06-04 11:58:45
ZZZZ,T0855,11:58:50,04-JUN-2023,2023-06-04 11:58:50
ZZZZ,T0856,11:58:55,04-JUN-2023,2023-06-04 11:58:55
ZZZZ,T0857,11:59:00,04-JUN-2023,2023-06-04 11:59:00
ZZZZ,T0858,11:59:05,04-JUN-2023,2023-06-04 11:59:05
ZZZZ,T0859,11:59:10,04-JUN-2023,2023-06-04 11:59:10
ZZZZ,T0860,11:59:15,04-JUN-2023,2023-06-04 11:59:15
ZZZZ,T0861,11:59:20,04-JUN-2023,2023-06-04 11:59:20
ZZZZ,T0862,11:59:25,04-JUN-2023,2023-06-04 11:59:25
ZZZZ,T0863,11:59:30,04-JUN-2023,2023-06-04 11:59:30
ZZZZ,T0864,11:59:35,04-JUN-2023,2023-06-04 11:59:35
ZZZZ,T0865,11:59:40,04-JUN-2023,2023-06-04 11:59:40
ZZZZ,T0866,11:59:45,04-JUN-2023,2023-06-04 11:59:45
ZZZZ,T0867,11:59:50,04-JUN-2023,2023-06-04 11:59:50
ZZZZ,T0868,11:59:55,04-JUN-2023,2023-06-04 11:59:55
ZZZZ,T0869,12:00:00,04-JUN-2023,2023-06-04 12:00:00
ZZZZ,T0870,12:00:05,04-JUN-2023,2023-06-04 12:00:05
ZZZZ,T0871,12:00:10,04-JUN-2023,2023-06-04 12:00:10
ZZZZ,T0872,12:00:15,04-JUN-2023,2023-06-04 12:00:15
ZZZZ,T0873,12:00:20,04-JUN-2023,2023-06-04 12:00:20
ZZZZ,T0874,12:00:25,04-JUN-2023,2023-06-04 12:00:25
ZZZZ,T0875,12:00:30,04-JUN-2023,2023-06-04 12:00:30
ZZZZ,T0876,12:00:35,04-JUN-2023,2023-06-04 12:00:35
ZZZZ,T0877,12:00:40,04-JUN-2023,2023-06-04 12:00:40
ZZZZ,T0878,12:00:45,04-JUN-2023,2023-06-04 12:00:45
ZZZZ,T0879,12:00:50,04-JUN-2023,2023-06-04 12:00:50
ZZZZ,T0880,12:00:55,04-JUN-2023,2023-06-04 12:00:55
ZZZZ,T0881,12:01:00,04-JUN-2023,2023-06-04 12:01:00
ZZZZ,T0882,12:01:05,04-JUN-2023,2023-06-04 12:01:05
ZZZZ,T0883,12:01:10,04-JUN-2023,2023-06-04 12:01:10
ZZZZ,T0884,12:01:15,04-JUN-2023,2023-06-04 12:01:15
ZZZZ,T0885,12:01:20,04-JUN-2023,2023-06-04 12:01:20
ZZZZ,T0886,12:01:25,04-JUN-2023,2023-06-04 12:01:25
ZZZZ,T0887,12:01:30,04-JUN-2023,2023-06-04 12:01:30
ZZZZ,T0888,12:01:35,04-JUN-2023,2023-06-04 12:01:35
ZZZZ,T0889,12:01:40,04-JUN-2023,2023-06-04 12:01:40
ZZZZ,T0890,12:01:45,04-JUN-2023,2023-06-04 12:01:45
ZZZZ,T0891,12:01:50,04-JUN-2023,2023-06-04 12:01:50
ZZZZ,T0892,12:01:55,04-JUN-2023,2023-06-04 12:01:55
ZZZZ,T0893,12:02:00,04-JUN-2023,2023-06-04 12:02:00
ZZZZ,T0894,12:02:05,04-JUN-2023,2023-06-04 12:02:05
ZZZZ,T0895,12:02:10,04-JUN-2023,2023-06-04 12:02:10
ZZZZ,T0896,12:02:15,04-JUN-2023,2023-06-04 12:02:15
ZZZZ,T0897,12:02:20,04-JUN-2023,2023-06-04 12:02:20
ZZZZ,T0898,12:02:25,04-JUN-2023,2023-06-04 12:02:25
ZZZZ,T0899,12:02:30,04-JUN-2023,2023-06-04 12:02:30
ZZZZ,T0900,12:02:35,04-JUN-2023,2023-06-04 12:02:35
ZZZZ,T0901,12:02:40,04-JUN-2023,2023-06-04 12:02:40
ZZZZ,T0902,12:02:45,04-JUN-2023,2023-06-04 12:02:45
ZZZZ,T0903,12:02:50,04-JUN-2023,2023-06-04 12:02:50
ZZZZ,T0904,12:02:55,04-JUN-2023,2023-06-04 12:02:55
ZZZZ,T0905,12:03:00,04-JUN-2023,2023-06-04 12:03:00
ZZZZ,T0906,12:03:05,04-JUN-2023,2023-06-04 12:03:05
ZZZZ,T0907,12:03:10,04-JUN-2023,2023-06-04 12:03:10
ZZZZ,T0908,12:03:15,04-JUN-2023,2023-06-04 12:03:15
ZZZZ,T0909,12:03:20,04-JUN-2023,2023-06-04 12:03:20
ZZZZ,T0910,12:03:25,04-JUN-2023,2023-06-04 12:03:25
ZZZZ,T0911,12:03:30,04-JUN-2023,2023-06-04 12:03:30
ZZZZ,T0912,12:03:35,04-JUN-2023,2023-06-04 12:03:35
ZZZZ,T0913,12:03:39,04-JUN-2023,2023-06-04 12:03:39
ZZZZ,T0914,12:03:44,04-JUN-2023,2023-06-04 12:03:44
ZZZZ,T0915,12:03:49,04-JUN-2023,2023-06-04 12:03:49
ZZZZ,T0916,12:03:54,04-JUN-2023,2023-06-04 12:03:54
ZZZZ,T0917,12:03:59,04-JUN-2023,2023-06-04 12:03:59
ZZZZ,T0918,12:04:04,04-JUN-2023,2023-06-04 12:04:04
ZZZZ,T0919,12:04:09,04-JUN-2023,2023-06-04 12:04:09
ZZZZ,T0920,12:04:14,04-JUN-2023,2023-06-04 12:04:14
ZZZZ,T0921,12:04:19,04-JUN-2023,2023-06-04 12:04:19
ZZZZ,T0922,12:04:24,04-JUN-2023,2023-06-04 12:04:24
ZZZZ,T0923,12:04:29,04-JUN-2023,2023-06-04 12:04:29
ZZZZ,T0924,12:04:34,04-JUN-2023,2023-06-04 12:04:34
ZZZZ,T0925,12:04:39,04-JUN-2023,2023-06-04 12:04:39
ZZZZ,T0926,12:04:44,04-JUN-2023,2023-06-04 12:04:44
ZZZZ,T0927,12:04:49,04-JUN-2023,2023-06-04 12:04:49
ZZZZ,T0928,12:04:54,04-JUN-2023,2023-06-04 12:04:54
ZZZZ,T0929,12:04:59,04-JUN-2023,2023-06-04 12:04:59
ZZZZ,T0930,12:05:04,04-JUN-2023,2023-06-04 12:05:04
ZZZZ,T0931,12:05:09,04-JUN-2023,2023-06-04 12:05:09
ZZZZ,T0932,12:05:14,04-JUN-2023,2023-06-04 12:05:14
ZZZZ,T0933,12:05:19,04-JUN-2023,2023-06-04 12:05:19
ZZZZ,T0934,12:05:24,04-JUN-2023,2023-06-04 12:05:24
ZZZZ,T0935,12:05:29,04-JUN-2023,2023-06-04 12:05:29
ZZZZ,T0936,12:05:34,04-JUN-2023,2023-06-04 12:05:34
ZZZZ,T0937,12:05:39,04-JUN-2023,2023-06-04 12:05:39
ZZZZ,T0938,12:05:44,04-JUN-2023,2023-06-04 12:05:44
ZZZZ,T0939,12:05:49,04-JUN-2023,2023-06-04 12:05:49
ZZZZ,T0940,12:05:54,04-JUN-2023,2023-06-04 12:05:54
ZZZZ,T0941,12:05:59,04-JUN-2023,2023-06-04 12:05:59
ZZZZ,T0942,12:06:04,04-JUN-2023,2023-06-04 12:06:04
ZZZZ,T0943,12:06:09,04-JUN-2023,2023-06-04 12:06:09
ZZZZ,T0944,12:06:14,04-JUN-2023,2023-06-04 12:06:14
ZZZZ,T0945,12:06:19,04-JUN-2023,2023-06-04 12:06:19
ZZZZ,T0946,12:06:24,04-JUN-2023,2023-06-04 12:06:24
ZZZZ,T0947,12:06:29,04-JUN-2023,2023-06-04 12:06:29
ZZZZ,T0948,12:06:34,04-JUN-2023,2023-06-04 12:06:34
ZZZZ,T0949,12:06:39,04-JUN-2023,2023-06-04 12:06:39
ZZZZ,T0950,12:06:44,04-JUN-2023,2023-06-04 12:06:44
ZZZZ,T0951,12:06:49,04-JUN-2023,2023-06-04 12:06:49
ZZZZ,T0952,12:06:54,04-JUN-2023,2023-06-04 12:06:54
ZZZZ,T0953,12:06:59,04-JUN-2023,2023-06-04 12:06:59
ZZZZ,T0954,12:07:04,04-JUN-2023,2023-06-04 12:07:04
ZZZZ,T0955,12:07:09,04-JUN-2023,2023-06-04 12:07:09
ZZZZ,T0956,12:07:14,04-JUN-2023,2023-06-04 12:07:14
ZZZZ,T0957,12:07:19,04-JUN-2023,2023-06-04 12:07:19
ZZZZ,T0958,12:07:24,04-JUN-2023,2023-06-04 12:07:24
ZZZZ,T0959,12:07:29,04-JUN-2023,2023-06-04 12:07:29
ZZZZ,T0960,12:07:34,04-JUN-2023,2023-06-04 12:07:34
ZZZZ,T0961,12:07:39,04-JUN-2023,2023-06-04 12:07:39
ZZZZ,T0962,12:07:44,04-JUN-2023,2023-06-04 12:07:44
ZZZZ,T0963,12:07:49,04-JUN-2023,2023-06-04 12:07:49
ZZZZ,T0964,12:07:54,04-JUN-2023,2023-06-04 12:07:54
ZZZZ,T0965,12:07:59,04-JUN-2023,2023-06-04 12:07:59
ZZZZ,T0966,12:08:04,04-JUN-2023,2023-06-04 12:08:04
ZZZZ,T0967,12:08:09,04-JUN-2023,2023-06-04 12:08:09
ZZZZ,T0968,12:08:14,04-JUN-2023,2023-06-04 12:08:14
ZZZZ,T0969,12:08:19,04-JUN-2023,2023-06-04 12:08:19
ZZZZ,T0970,12:08:24,04-JUN-2023,2023-06-04 12:08:24
ZZZZ,T0971,12:08:29,04-JUN-2023,2023-06-04 12:08:29
ZZZZ,T0972,12:08:34,04-JUN-2023,2023-06-04 12:08:34
ZZZZ,T0973,12:08:39,04-JUN-2023,2023-06-04 12:08:39
ZZZZ,T0974,12:08:44,04-JUN-2023,2023-06-04 12:08:44
ZZZZ,T0975,12:08:49,04-JUN-2023,2023-06-04 12:08:49
ZZZZ,T0976,12:08:54,04-JUN-2023,2023-06-04 12:08:54
ZZZZ,T0977,12:08:59,04-JUN-2023,2023-06-04 12:08:59
ZZZZ,T0978,12:09:04,04-JUN-2023,2023-06-04 12:09:04
ZZZZ,T0979,12:09:09,04-JUN-2023,2023-06-04 12:09:09
ZZZZ,T0980,12:09:14,04-JUN-2023,2023-06-04 12:09:14
ZZZZ,T0981,12:09:19,04-JUN-2023,2023-06-04 12:09:19
ZZZZ,T0982,12:09:24,04-JUN-2023,2023-06-04 12:09:24
ZZZZ,T0983,12:09:29,04-JUN-2023,2023-06-04 12:09:29
ZZZZ,T0984,12:09:34,04-JUN-2023,2023-06-04 12:09:34
ZZZZ,T0985,12:09:39,04-JUN-2023,2023-06-04 12:09:39
ZZZZ,T0986,12:09:44,04-JUN-2023,2023-06-04 12:09:44
ZZZZ,T0987,12:09:49,04-JUN-2023,2023-06-04 12:09:49
ZZZZ,T0988,12:09:54,04-JUN-2023,2023-06-04 12:09:54
ZZZZ,T0989,12:09:59,04-JUN-2023,2023-06-04 12:09:59
ZZZZ,T0990,12:10:04,04-JUN-2023,2023-06-04 12:10:04
ZZZZ,T0991,12:10:09,04-JUN-2023,2023-06-04 12:10:09
ZZZZ,T0992,12:10:14,04-JUN-2023,2023-06-04 12:10:14
ZZZZ,T0993,12:10:19,04-JUN-2023,2023-06-04 12:10:19
ZZZZ,T0994,12:10:24,04-JUN-2023,2023-06-04 12:10:24
ZZZZ,T0995,12:10:29,04-JUN-2023,2023-06-04 12:10:29
ZZZZ,T0996,12:10:34,04-JUN-2023,2023-06-04 12:10:34
ZZZZ,T0997,12:10:39,04-JUN-2023,2023-06-04 12:10:39
ZZZZ,T0998,12:10:44,04-JUN-2023,2023-06-04 12:10:44
ZZZZ,T0999,12:10:49,04-JUN-2023,2023-06-04 12:10:49
ZZZZ,T1000,12:10:54,04-JUN-2023,2023-06-04 12:10:54
